member_id,member_name,phone,jan_contrib,jan_late_fee,jan_status,feb_contrib,feb_late_fee,feb_status,mar_contrib,mar_late_fee,mar_status,apr_contrib,apr_late_fee,apr_status,may_contrib,may_late_fee,may_status,ytd_savings,ytd_late_fees,loan_balance,loan_issue_date,loan_amount,loan_guarantor_1,loan_guarantor_2,merry_go_round_received,merry_go_round_month,welfare_ytd,notes
UMOJA001,Kamau Wanjiku,+254711001001,5000,0,PAID,5000,0,PAID,5000,0,PAID,5000,0,PAID,5000,0,PAID,25000,0,0,,,,,Jan-24,2500,Chairperson
UMOJA002,Otieno Omondi,+254722002002,5000,0,PAID,5000,0,PAID,5000,0,PAID,5000,0,PAID,5000,0,PAID,25000,0,0,,,,,Feb-24,2500,Secretary; welfare disbursement paid Jan-24 (spouse funeral KES 10000)
UMOJA003,Achieng Adhiambo,+254733003003,5000,0,PAID,5000,0,PAID,5000,0,PAID,5000,0,PAID,5000,0,PAID,25000,0,0,,,,,Mar-24,2500,
UMOJA004,Muthoni Ngugi,+254744004004,5000,0,PAID,5000,0,PAID,5000,0,PAID,5000,0,PAID,5000,0,PAID,25000,0,0,,,,,Apr-24,2500,
UMOJA005,Kipchoge Rono,+254755005005,5000,0,PAID,5000,0,PAID,5000,0,PAID,5000,0,PAID,5000,0,PAID,25000,0,0,,,,,May-24,2500,
UMOJA006,Njeri Wairimu,+254766006006,5000,0,PAID,5000,0,PAID,5000,0,PAID,5000,0,PAID,5000,0,PAID,25000,0,0,,,,,PENDING,2500,Due Jun-24
UMOJA007,Hassan Omar,+254777007007,5000,0,PAID,5000,0,PAID,5000,0,PAID,5000,0,PAID,5000,0,PAID,25000,0,0,,,,,PENDING,2500,Due Jul-24
UMOJA008,Chebet Sang,+254788008008,5000,0,PAID,5000,0,PAID,5000,0,PAID,5000,0,PAID,5000,0,PAID,25000,0,0,,,,,PENDING,2500,Due Aug-24
UMOJA009,Mwangi Kariuki,+254799009009,5000,200,LATE,5000,0,PAID,5000,0,PAID,5000,0,PAID,5000,0,PAID,25000,200,13500,2024-02-20,30000,UMOJA004,UMOJA006,PENDING,PENDING,2500,"Loan KES 30000 @ 5%/mo; repaying KES 1500/mo extra since Mar-24; balance reducing. Guarantors: Muthoni Ngugi (004) and Njeri Wairimu (006). DISPUTE: Member claims Jan late fee was applied in error — paid on Jan 5th but M-Pesa confirmation delayed due to network; receipt RKT84932544 timestamped Jan 6th 08:55."
UMOJA010,Fatuma Ali,+254700010010,5000,200,LATE,5000,0,PAID,5000,0,PAID,5000,0,PAID,5000,0,PAID,25000,200,0,,,,,PENDING,2500,Jan late fee paid. No dispute.
UMOJA011,Kamande Gitau,+254711011011,5000,0,PAID,5000,0,PAID,5000,0,PAID,5000,0,PAID,5000,0,PAID,25000,0,0,,,,,PENDING,2500,
UMOJA012,Awino Aoko,+254722012012,5000,0,PAID,5000,200,LATE,5000,0,PAID,5000,0,PAID,5000,0,PAID,25000,200,0,,,,,PENDING,2500,"DISPUTE: Member Awino (012) claims she transferred Feb payment on Feb 5th to wrong account (personal number of Treasurer instead of paybill) by mistake. Treasurer Kamau confirmed receipt in personal account but has not yet transferred to chama account. Member demands late fee be waived and funds transferred."
UMOJA013,Rotich Kiplangat,+254733013013,5000,0,PAID,5000,0,PAID,5000,0,PAID,5000,0,PAID,5000,0,PAID,25000,0,0,,,,,PENDING,2500,
UMOJA014,Nzomo Musyoka,+254744014014,5000,0,PAID,5000,0,PAID,5000,200,LATE,5000,0,PAID,5000,0,PAID,25000,200,0,,,,,PENDING,2500,Mar late fee paid.
UMOJA015,Wambua Kioko,+254755015015,5000,0,PAID,5000,0,PAID,5000,0,PAID,5000,0,PAID,5000,0,PAID,25000,0,0,,,,,PENDING,2500,
UMOJA016,Gathoni Kimani,+254766016016,5000,0,PAID,5000,0,PAID,5000,0,PAID,5000,0,PAID,5000,0,PAID,25000,0,0,,,,,PENDING,2500,
UMOJA017,Ombogo Nyamweya,+254777017017,5000,0,PAID,5000,0,PAID,5000,0,PAID,5500,500,LATE,5000,0,PAID,25000,500,0,,,,,PENDING,2500,"DISPUTE: Member Ombogo (017) disputes Apr late fee of KES 500. Claims he sent KES 5000 on Apr 5th to paybill but paybill was temporarily down (Safaricom maintenance). He has a failed transaction SMS as proof. Payment eventually went through Apr 22nd. Requests the penalty be reversed."
UMOJA018,Adhiambo Owino,+254788018018,5000,0,PAID,5000,0,PAID,5000,0,PAID,5000,0,PAID,5000,0,PAID,25000,0,0,,,,,PENDING,2500,
